city,location_code,daily_energy_consumption_kwh,roof_area_sqm,load_shedding_hours,solar_irradiance_kwh_per_m2,sun_hours,avg_temp_c,recommended_system_size_kw,estimated_cost_pkr
Peshawar,PEW,15.47099631070818,24.351900082779615,12,5.1,5.1,27,4.1,656693.0
Quetta,QTA,20.666908794150256,36.528866642561724,6,5.4,5.4,24,4.87,778935.0
Islamabad,ISB,20.148094396564193,45.38696264374602,12,4.9,4.9,25,5.38,861133.0
Multan,MUL,14.132016953378354,31.393707844338657,0,5.6,5.6,30,3.33,532729.0
Multan,MUL,16.89099444450123,49.02649075206024,0,5.6,5.6,30,4.21,674076.0
Multan,MUL,8.265099447717471,46.55650787997121,8,5.6,5.6,30,1.81,290148.0
Bahawalpur,BWP,22.59895313795233,43.26645352382867,8,5.5,5.5,29,5.68,909349.0
Lahore,LHR,13.209994119466892,38.835943098316065,2,5.2,5.2,28,3.18,508652.0
Multan,MUL,28.66319221794326,38.120315877677236,0,5.6,5.6,30,6.64,1062709.0
Bahawalpur,BWP,8.490213417563554,47.24446575327205,12,5.5,5.5,29,2.04,325805.0
Multan,MUL,9.53211279784901,37.39188161369016,8,5.6,5.6,30,2.35,376352.0
Peshawar,PEW,9.265589241722392,34.34666344649354,6,5.1,5.1,27,2.52,402768.0
Karachi,KHI,23.10870387581423,21.75437790847734,2,5.8,5.8,32,5.13,820666.0
Multan,MUL,17.93057777434794,36.8218369457807,0,5.6,5.6,30,4.3,687620.0
Bahawalpur,BWP,13.295654295200595,42.10766186848858,10,5.5,5.5,29,3.18,509280.0
Islamabad,ISB,21.591424928600198,24.12846743144241,12,4.9,4.9,25,5.54,886923.0
Quetta,QTA,25.566556358004355,41.4753873305575,2,5.4,5.4,24,6.47,1035451.0
Karachi,KHI,14.076098378362296,31.933376519409432,4,5.8,5.8,32,3.31,529396.0
Peshawar,PEW,11.855887638370335,31.609693605091664,12,5.1,5.1,27,3.09,495070.0
Islamabad,ISB,15.243324737541874,34.40866459371621,12,4.9,4.9,25,4.09,654245.0
Islamabad,ISB,16.846697014092193,44.184438920991255,4,4.9,4.9,25,5.02,802900.0
Islamabad,ISB,17.898642440567226,41.47623250795126,12,4.9,4.9,25,5.2,832597.0
Islamabad,ISB,18.949537530273858,29.974136807701427,12,4.9,4.9,25,5.21,833581.0
Multan,MUL,17.399535230718527,44.34018437604536,4,5.6,5.6,30,4.24,678670.0
Karachi,KHI,8.36753402205445,25.35416282642367,0,5.8,5.8,32,1.94,310264.0
Quetta,QTA,20.84675466786281,31.50305911704947,2,5.4,5.4,24,5.07,811989.0
Hyderabad,HYD,18.81654476184092,29.719825878614163,2,5.7,5.7,31,4.54,726008.0
Karachi,KHI,11.357987409278575,30.430300199435003,8,5.8,5.8,32,2.63,420267.0
Hyderabad,HYD,28.504399329144018,29.04862211255999,2,5.7,5.7,31,6.43,1028774.0
Hyderabad,HYD,23.4429831012289,41.25166904328107,2,5.7,5.7,31,5.94,950022.0
Islamabad,ISB,26.486688914719075,27.63274415725087,12,4.9,4.9,25,7.22,1154895.0
Islamabad,ISB,29.608177875142253,45.8604232073492,12,4.9,4.9,25,7.55,1208788.0
Bahawalpur,BWP,15.930106516348536,34.19495144702215,10,5.5,5.5,29,4.0,640319.0
Hyderabad,HYD,27.178420298236258,42.72648071431668,12,5.7,5.7,31,6.42,1026412.0
Peshawar,PEW,9.909700621721974,20.64922069923754,4,5.1,5.1,27,2.56,409787.0
Multan,MUL,12.691167039801678,22.715596938476395,12,5.6,5.6,30,2.88,460217.0
Lahore,LHR,23.87894610099181,25.17595102061326,12,5.2,5.2,28,5.6,895670.0
Multan,MUL,25.81879020136386,38.316122819201965,10,5.6,5.6,30,6.2,992366.0
Islamabad,ISB,23.016796787133124,49.52529928684646,4,4.9,4.9,25,6.98,1116411.0
Quetta,QTA,24.517339881988015,45.533103378954365,6,5.4,5.4,24,5.63,900283.0
Multan,MUL,13.51235864449557,48.61501915624875,0,5.6,5.6,30,3.18,509267.0
Lahore,LHR,22.245417720579006,33.131289392502175,4,5.2,5.2,28,5.64,902269.0
Bahawalpur,BWP,24.288020587434083,43.97975501775859,2,5.5,5.5,29,5.85,935473.0
Multan,MUL,8.235901663676472,29.153364190352278,12,5.6,5.6,30,2.09,334471.0
Karachi,KHI,26.375432875481035,31.71183119208213,0,5.8,5.8,32,6.06,969350.0
Quetta,QTA,15.223575582375783,26.740834753410674,0,5.4,5.4,24,3.34,535005.0
Peshawar,PEW,11.945179846841036,46.52008655419691,6,5.1,5.1,27,2.87,459155.0
Quetta,QTA,29.802014082054168,25.17809687723389,0,5.4,5.4,24,7.45,1191718.0
Multan,MUL,25.4099832292135,24.354911250838178,6,5.6,5.6,30,6.24,998030.0
Karachi,KHI,22.128093232765515,35.14865376776902,4,5.8,5.8,32,5.04,806468.0
Peshawar,PEW,24.53857387360858,37.45357505370477,6,5.1,5.1,27,6.37,1019803.0
Hyderabad,HYD,20.066701814110132,22.716464308747042,8,5.7,5.7,31,5.45,871799.0
Multan,MUL,9.120330367787421,34.32788056479174,10,5.6,5.6,30,2.03,324399.0
Islamabad,ISB,25.59690022525787,20.295825014648194,2,4.9,4.9,25,7.12,1138413.0
Multan,MUL,21.43800889407678,43.67599270395753,8,5.6,5.6,30,5.16,825352.0
Peshawar,PEW,27.419931174038094,20.385068041902105,10,5.1,5.1,27,7.3,1167556.0
Quetta,QTA,15.418129286378578,24.967133774586234,0,5.4,5.4,24,3.91,624896.0
Hyderabad,HYD,15.027401888859877,42.479825410473666,4,5.7,5.7,31,3.42,547685.0
Quetta,QTA,15.111024641114184,28.62560595896383,0,5.4,5.4,24,3.71,594020.0
Islamabad,ISB,10.316699390452644,44.76016926573003,2,4.9,4.9,25,2.82,450827.0
Hyderabad,HYD,22.621800378164295,21.334237952324106,10,5.7,5.7,31,5.7,911553.0
Bahawalpur,BWP,25.503976427816276,43.00325598577966,2,5.5,5.5,29,6.65,1063547.0
Lahore,LHR,18.990298223405368,48.812425613791575,4,5.2,5.2,28,4.61,737763.0
Multan,MUL,18.155451188647103,39.73272395078607,12,5.6,5.6,30,4.02,643592.0
Multan,MUL,27.869074290431975,35.36002569842479,8,5.6,5.6,30,6.68,1068292.0
Peshawar,PEW,13.118919890085873,39.8694657332638,10,5.1,5.1,27,3.51,561240.0
Multan,MUL,22.49691863411983,40.5822789278651,0,5.6,5.6,30,5.09,815092.0
Bahawalpur,BWP,12.202780510721691,38.97601306413319,12,5.5,5.5,29,2.8,447255.0
Peshawar,PEW,20.88672788415961,29.07366139493032,6,5.1,5.1,27,5.35,856249.0
Bahawalpur,BWP,26.445776495788714,36.72496279039842,2,5.5,5.5,29,6.47,1034570.0
Peshawar,PEW,22.99180927463606,48.129613566739344,0,5.1,5.1,27,6.4,1023285.0
Quetta,QTA,24.207876159780838,32.19684510270978,2,5.4,5.4,24,6.58,1052430.0
Quetta,QTA,27.248899812786163,36.730157141077,8,5.4,5.4,24,6.84,1093911.0
Hyderabad,HYD,18.02056379263812,30.11125065464435,10,5.7,5.7,31,4.7,752588.0
Peshawar,PEW,25.01737954996847,40.23383850333121,6,5.1,5.1,27,6.4,1024255.0
Peshawar,PEW,9.50053716433996,22.348918009607143,2,5.1,5.1,27,2.4,384217.0
Islamabad,ISB,22.06053282457567,26.342390473277124,12,4.9,4.9,25,5.79,926681.0
Karachi,KHI,11.716992440887807,42.541227960740315,12,5.8,5.8,32,2.63,420589.0
Peshawar,PEW,20.436433009393745,36.55685418497437,8,5.1,5.1,27,5.49,879117.0
Islamabad,ISB,19.443946841767456,26.514606495055624,2,4.9,4.9,25,4.85,776064.0
Multan,MUL,8.947483378734137,44.94664064544733,4,5.6,5.6,30,2.22,355655.0
Bahawalpur,BWP,21.868943408342986,20.43102077550169,10,5.5,5.5,29,5.31,850306.0
Quetta,QTA,23.905454257189653,35.93461192697758,2,5.4,5.4,24,5.92,947437.0
Multan,MUL,28.931106115859958,36.8710099586363,2,5.6,5.6,30,6.58,1052170.0
Peshawar,PEW,27.63402007924354,23.857752236763382,8,5.1,5.1,27,7.12,1139026.0
Lahore,LHR,25.661587493130355,42.78234340660644,10,5.2,5.2,28,6.8,1088104.0
Lahore,LHR,16.25582726618289,24.18910644883484,0,5.2,5.2,28,4.19,670835.0
Quetta,QTA,12.904827508537464,32.73657958620473,8,5.4,5.4,24,3.02,483310.0
Islamabad,ISB,12.679225336942856,24.493043820237098,6,4.9,4.9,25,3.28,525138.0
Lahore,LHR,10.525560207865386,46.090193969075216,6,5.2,5.2,28,2.61,417216.0
Multan,MUL,26.693530310941593,46.020460656120726,4,5.6,5.6,30,6.41,1025032.0
Islamabad,ISB,25.709529304159958,29.322698246106732,6,4.9,4.9,25,7.27,1163103.0
Karachi,KHI,18.46064373603231,22.071032503929995,8,5.8,5.8,32,4.27,683692.0
Hyderabad,HYD,14.609798350100494,47.1402031259521,8,5.7,5.7,31,3.45,551903.0
Karachi,KHI,27.13612819551469,31.30115607247768,8,5.8,5.8,32,5.81,929822.0
Hyderabad,HYD,26.29379830320578,40.465305010985155,8,5.7,5.7,31,6.2,992284.0
Hyderabad,HYD,10.941459006412739,39.06884167507086,8,5.7,5.7,31,2.64,422692.0
Hyderabad,HYD,20.651885529632203,27.82374156573365,6,5.7,5.7,31,4.75,759699.0
Lahore,LHR,8.400708680503515,30.996851596144708,6,5.2,5.2,28,2.07,331115.0
Peshawar,PEW,9.45157986855669,39.459121074148655,8,5.1,5.1,27,2.62,419945.0
Karachi,KHI,16.08556836209202,49.441632103545636,6,5.8,5.8,32,3.63,580335.0
Lahore,LHR,11.056306272161422,36.780428376286,0,5.2,5.2,28,2.59,414881.0
Islamabad,ISB,28.61542240238924,45.41774934932561,2,4.9,4.9,25,7.91,1265853.0
Hyderabad,HYD,24.607823744185445,29.675185669634594,10,5.7,5.7,31,5.54,887015.0
Multan,MUL,13.12280453183215,32.8430831272326,8,5.6,5.6,30,3.08,492829.0
Bahawalpur,BWP,26.448659272395272,40.89495718534934,2,5.5,5.5,29,6.61,1057322.0
Hyderabad,HYD,18.878193183026166,34.00717315481333,6,5.7,5.7,31,4.65,744716.0
Hyderabad,HYD,24.762631053528676,25.761878452466373,4,5.7,5.7,31,6.15,984469.0
Quetta,QTA,10.093760849458649,24.304378092368246,2,5.4,5.4,24,2.32,370487.0
Islamabad,ISB,28.688300838406516,39.377103789823025,8,4.9,4.9,25,7.77,1243798.0
Multan,MUL,29.37776825945313,24.413000315098913,2,5.6,5.6,30,6.72,1075424.0
Karachi,KHI,12.576083829356625,39.29438428161249,0,5.8,5.8,32,2.91,465881.0
Quetta,QTA,25.56373774020749,46.276221758013364,6,5.4,5.4,24,6.14,982075.0
Peshawar,PEW,29.744317844390043,37.6313658936775,2,5.1,5.1,27,7.8,1247500.0
Islamabad,ISB,20.935776881285737,44.584987488470546,12,4.9,4.9,25,5.95,951422.0
Karachi,KHI,25.151004112165968,27.93349852277295,0,5.8,5.8,32,5.95,951648.0
Peshawar,PEW,26.285424400232266,43.10256948861449,12,5.1,5.1,27,6.54,1046935.0
Karachi,KHI,11.854352793239547,32.73257477502925,4,5.8,5.8,32,2.82,451653.0
Hyderabad,HYD,21.583600357581524,38.22445452347033,12,5.7,5.7,31,4.7,752799.0
Hyderabad,HYD,11.832433190882623,20.576315992205444,10,5.7,5.7,31,2.86,457710.0
Karachi,KHI,9.17696057795107,49.398207157173374,12,5.8,5.8,32,2.28,364856.0
Multan,MUL,20.60755448737249,22.718733101606446,0,5.6,5.6,30,4.8,767503.0
Lahore,LHR,21.764125508141312,25.519354928327264,2,5.2,5.2,28,5.54,886140.0
Islamabad,ISB,21.871373674707957,39.454500256103834,10,4.9,4.9,25,6.3,1007457.0
Peshawar,PEW,25.937964076365954,38.4358739979217,2,5.1,5.1,27,6.84,1094739.0
Peshawar,PEW,27.700463326552665,45.5107431571861,0,5.1,5.1,27,7.57,1211527.0
Hyderabad,HYD,24.991033254222558,48.69258866533184,2,5.7,5.7,31,5.55,888284.0
Multan,MUL,9.07909754193753,45.12798702517311,6,5.6,5.6,30,2.31,369698.0
Karachi,KHI,25.92134705624826,29.387548119656582,12,5.8,5.8,32,6.28,1005465.0
Lahore,LHR,9.93075243853549,45.84434433903819,8,5.2,5.2,28,2.56,408836.0
Quetta,QTA,14.941863956056803,30.656498423946786,12,5.4,5.4,24,3.47,554845.0
Hyderabad,HYD,26.6288783895866,37.130851737513574,8,5.7,5.7,31,6.25,1000395.0
Lahore,LHR,12.124545278302241,44.85985413363258,4,5.2,5.2,28,3.17,506639.0
Multan,MUL,24.14967014525983,23.161804218525898,10,5.6,5.6,30,6.11,978293.0
Lahore,LHR,9.470638835988874,20.26043627678926,4,5.2,5.2,28,2.29,365702.0
Bahawalpur,BWP,29.343387177017878,37.91872998683618,12,5.5,5.5,29,7.28,1164561.0
Lahore,LHR,18.93687767665268,26.57284468100346,10,5.2,5.2,28,4.59,734948.0
Hyderabad,HYD,28.851072692284365,41.63195321908662,2,5.7,5.7,31,6.63,1061508.0
Hyderabad,HYD,22.754030419181802,39.40780093897057,0,5.7,5.7,31,5.56,888946.0
Hyderabad,HYD,18.76779398708745,20.29769621489264,0,5.7,5.7,31,4.33,692341.0
Quetta,QTA,24.534399899092005,24.76556228478968,2,5.4,5.4,24,6.29,1005798.0
Islamabad,ISB,9.295719159409733,45.212199666911424,6,4.9,4.9,25,2.27,363050.0
Peshawar,PEW,12.065061395505367,45.250702878852955,0,5.1,5.1,27,3.54,565902.0
Quetta,QTA,23.66366221154275,47.42801733716888,0,5.4,5.4,24,5.69,910191.0
Quetta,QTA,13.133916734089144,23.13243645420433,10,5.4,5.4,24,3.39,541745.0
Peshawar,PEW,18.550995381806878,28.65737121853315,2,5.1,5.1,27,4.99,797960.0
Bahawalpur,BWP,11.695172720709298,39.18732679545555,8,5.5,5.5,29,2.65,423663.0
Lahore,LHR,29.95950137297118,44.71017784281236,6,5.2,5.2,28,8.06,1289734.0
Multan,MUL,12.387434882687048,49.132219947974654,6,5.6,5.6,30,3.15,504287.0
Hyderabad,HYD,26.938515268144464,21.61660545281492,12,5.7,5.7,31,6.1,975886.0
Bahawalpur,BWP,28.064756074732657,30.89608834329965,0,5.5,5.5,29,6.94,1110485.0
Peshawar,PEW,14.759609584833845,33.96560015942448,8,5.1,5.1,27,3.97,634506.0
Islamabad,ISB,25.12874799097475,31.804001562208377,10,4.9,4.9,25,6.75,1079746.0
Multan,MUL,12.548848907541414,28.583627234713617,6,5.6,5.6,30,2.73,436245.0
Multan,MUL,17.894159023539427,35.61710320609643,4,5.6,5.6,30,4.19,670645.0
Bahawalpur,BWP,24.90658704432073,31.999284472614264,8,5.5,5.5,29,6.57,1051056.0
Lahore,LHR,22.1833278037246,47.289137669199675,0,5.2,5.2,28,5.8,928435.0
Islamabad,ISB,29.76581033280542,34.17455076114146,10,4.9,4.9,25,8.08,1292387.0
Lahore,LHR,20.04123233154929,33.78847987615849,8,5.2,5.2,28,4.86,777450.0
Peshawar,PEW,10.308552807316895,20.81711307752642,12,5.1,5.1,27,3.03,485456.0
Multan,MUL,16.70695830767484,36.562300888437434,10,5.6,5.6,30,3.91,626061.0
Karachi,KHI,17.70145854582099,23.09828496595701,6,5.8,5.8,32,4.06,649063.0
Lahore,LHR,9.063307075357804,36.78525900311984,4,5.2,5.2,28,2.47,395226.0
Quetta,QTA,8.365556987997532,45.18566167166637,12,5.4,5.4,24,1.91,306198.0
Multan,MUL,9.391588679234433,30.94602827961234,12,5.6,5.6,30,2.26,360869.0
Lahore,LHR,15.815342942227815,37.883941643847855,2,5.2,5.2,28,4.11,656804.0
Hyderabad,HYD,23.214284070161952,25.886961386571322,6,5.7,5.7,31,4.82,771807.0
Hyderabad,HYD,21.204448577543545,26.49412589868861,10,5.7,5.7,31,4.94,790172.0
Multan,MUL,8.620777096231542,30.235457342250985,0,5.6,5.6,30,1.92,306407.0
Hyderabad,HYD,19.8670081481597,35.85478669067354,2,5.7,5.7,31,4.67,747178.0
Peshawar,PEW,13.025525620565528,41.096846996863185,6,5.1,5.1,27,3.76,601687.0
Peshawar,PEW,27.150523420833682,28.722281624124918,12,5.1,5.1,27,7.57,1211654.0
Hyderabad,HYD,10.500598867799836,43.004910260221806,10,5.7,5.7,31,2.4,383260.0
Karachi,KHI,20.929802234809202,38.67284456208972,4,5.8,5.8,32,4.82,771422.0
Islamabad,ISB,13.264104183428334,44.90888933807743,6,4.9,4.9,25,3.46,553173.0
Quetta,QTA,15.708631353432368,41.5513485432853,12,5.4,5.4,24,3.79,606806.0
Islamabad,ISB,21.33747990946833,39.40347320018056,6,4.9,4.9,25,5.55,887884.0
Bahawalpur,BWP,18.47871591128697,20.419414552554997,2,5.5,5.5,29,4.51,722164.0
Lahore,LHR,22.54883870108666,45.41712612366794,6,5.2,5.2,28,5.73,917512.0
Quetta,QTA,13.151536282236673,49.67449732000018,6,5.4,5.4,24,3.19,510475.0
Lahore,LHR,17.157755042686063,40.43386853972909,10,5.2,5.2,28,4.18,668361.0
Quetta,QTA,20.51768865521813,38.549392441285505,6,5.4,5.4,24,4.71,753432.0
Peshawar,PEW,22.609732232525612,35.84193096825723,4,5.1,5.1,27,5.13,820589.0
Multan,MUL,25.453418882415026,41.116073868188494,4,5.6,5.6,30,5.95,952025.0
Bahawalpur,BWP,25.202551102617747,23.12002027491382,6,5.5,5.5,29,5.97,955632.0
Bahawalpur,BWP,18.7242646291076,23.331713981000522,4,5.5,5.5,29,4.58,732469.0
Peshawar,PEW,27.18183626736237,45.4119913449594,10,5.1,5.1,27,7.67,1227255.0
Bahawalpur,BWP,19.31943996234355,23.363577504880965,4,5.5,5.5,29,4.39,702457.0
Bahawalpur,BWP,21.408269668342403,35.46925602202347,8,5.5,5.5,29,4.96,793593.0
Bahawalpur,BWP,18.350367523650668,25.469862876652137,2,5.5,5.5,29,4.03,645140.0
Bahawalpur,BWP,23.248907854259226,34.05305836121281,8,5.5,5.5,29,5.97,955503.0
Multan,MUL,23.00677102114375,43.71104674595263,12,5.6,5.6,30,5.28,845130.0
Quetta,QTA,11.273646356826042,35.97261006599912,6,5.4,5.4,24,2.78,445323.0
Islamabad,ISB,11.201212204197065,33.09053971889568,8,4.9,4.9,25,2.98,476470.0
Lahore,LHR,23.406257505524543,45.8922199577172,12,5.2,5.2,28,5.84,934950.0
Karachi,KHI,29.642766960515846,45.73301278599226,6,5.8,5.8,32,6.82,1091131.0
Quetta,QTA,24.169901005817277,22.180760177563894,2,5.4,5.4,24,5.97,955905.0
Quetta,QTA,26.924524018547984,33.372458692042166,2,5.4,5.4,24,7.06,1129031.0
Islamabad,ISB,22.363208045343516,29.5955911678913,0,4.9,4.9,25,6.18,988990.0
Lahore,LHR,20.898090665231607,27.60615987557526,8,5.2,5.2,28,4.94,790034.0
Islamabad,ISB,9.204706494426748,40.97550124970886,4,4.9,4.9,25,2.37,379178.0
Lahore,LHR,24.500750154831884,33.25896065934147,12,5.2,5.2,28,6.29,1006698.0
Multan,MUL,28.75014239650608,23.01288002922661,0,5.6,5.6,30,7.06,1129522.0
Karachi,KHI,27.86052232942971,34.4930327628173,0,5.8,5.8,32,6.62,1058917.0
Peshawar,PEW,23.760504273468054,46.57707133047691,4,5.1,5.1,27,6.2,991421.0
Hyderabad,HYD,12.618403400148846,34.68871494230523,4,5.7,5.7,31,3.08,492746.0
Bahawalpur,BWP,24.428497415337645,45.42368055690058,12,5.5,5.5,29,5.58,892216.0
Lahore,LHR,15.63209304815974,40.7086858980075,6,5.2,5.2,28,3.88,620872.0
Lahore,LHR,28.49954839825197,36.511497059251184,10,5.2,5.2,28,7.24,1157899.0
Lahore,LHR,26.848805525868187,38.29105496454632,10,5.2,5.2,28,7.12,1138890.0
Hyderabad,HYD,14.133665172492663,40.64266769146082,10,5.7,5.7,31,3.5,559703.0
Lahore,LHR,20.038027805494696,39.78315683348311,6,5.2,5.2,28,5.41,865599.0
Quetta,QTA,17.282473876099154,42.9481771901574,8,5.4,5.4,24,4.26,681077.0
Peshawar,PEW,21.83866728972744,24.273279014973063,0,5.1,5.1,27,5.85,936700.0
Islamabad,ISB,21.372791324371413,49.0985614345156,2,4.9,4.9,25,6.06,968857.0
Hyderabad,HYD,17.284105728668937,27.982882772286448,6,5.7,5.7,31,4.1,656696.0
Islamabad,ISB,12.204341638056537,32.616457973601555,12,4.9,4.9,25,3.06,488913.0
Multan,MUL,28.25350575490766,47.45299722823589,8,5.6,5.6,30,6.87,1099955.0
Multan,MUL,17.554418927466536,41.07491350471736,12,5.6,5.6,30,4.24,677850.0
Quetta,QTA,15.656856755273857,27.061550208599236,10,5.4,5.4,24,3.94,630685.0
Peshawar,PEW,23.101550901855887,42.25900115942879,6,5.1,5.1,27,5.31,849248.0
Quetta,QTA,8.143358945221255,34.31149813150647,6,5.4,5.4,24,1.84,294259.0
Islamabad,ISB,21.860983854109772,34.22189372463523,12,4.9,4.9,25,6.12,978787.0
Multan,MUL,25.595296212122335,49.42228175675592,0,5.6,5.6,30,6.09,975063.0
Islamabad,ISB,20.6131668055594,21.124578413760208,0,4.9,4.9,25,5.6,895835.0
Islamabad,ISB,13.979462557720847,42.33701585630949,12,4.9,4.9,25,4.07,651953.0
Lahore,LHR,18.69174688044993,44.07506101596321,12,5.2,5.2,28,4.4,704498.0
Islamabad,ISB,19.63348145968247,43.91503316676121,0,4.9,4.9,25,5.18,828925.0
Peshawar,PEW,9.216615099223665,37.750684212293265,8,5.1,5.1,27,2.73,436102.0
Lahore,LHR,23.673916823663504,35.653682337333976,12,5.2,5.2,28,5.71,912991.0
Quetta,QTA,16.451884214497184,37.55366975171463,2,5.4,5.4,24,4.14,661878.0
Bahawalpur,BWP,17.44135510014175,41.828818717130275,6,5.5,5.5,29,4.24,678485.0
Karachi,KHI,11.576898858788498,24.884964374883886,2,5.8,5.8,32,2.45,392660.0
Peshawar,PEW,13.138559757028217,34.05289821485752,4,5.1,5.1,27,3.42,547725.0
Quetta,QTA,20.89061905312515,26.30353058697076,0,5.4,5.4,24,5.7,912281.0
Multan,MUL,20.913680626149368,33.79796589876166,0,5.6,5.6,30,4.7,751243.0
Quetta,QTA,12.912140792512842,40.58574501453806,2,5.4,5.4,24,3.17,507962.0
Quetta,QTA,26.79977440663695,47.62025288718891,10,5.4,5.4,24,6.89,1101949.0
Islamabad,ISB,14.68632103949186,45.81060042511087,12,4.9,4.9,25,4.02,643065.0
Multan,MUL,15.181887718530126,32.4349257541685,10,5.6,5.6,30,3.66,585003.0
Quetta,QTA,26.662041214679025,30.13676433780381,6,5.4,5.4,24,6.57,1050545.0
Lahore,LHR,15.163519156804174,27.311350888435577,4,5.2,5.2,28,3.82,611879.0
Lahore,LHR,17.831671521244672,47.31548029796019,0,5.2,5.2,28,4.76,761540.0
Quetta,QTA,25.36378593380827,32.74517594327811,0,5.4,5.4,24,6.25,999461.0
Hyderabad,HYD,26.964679234457215,37.90484664095721,0,5.7,5.7,31,6.45,1032563.0
Karachi,KHI,14.887495764876471,21.015331124990084,8,5.8,5.8,32,3.49,557732.0
Bahawalpur,BWP,10.835911185396023,41.65459211631632,12,5.5,5.5,29,2.74,437723.0
Islamabad,ISB,19.48870095180994,39.59407318344725,8,4.9,4.9,25,5.19,830371.0
Karachi,KHI,16.175807605644845,47.90718473129161,6,5.8,5.8,32,3.74,599039.0
Hyderabad,HYD,20.87363410307365,43.1949804757177,10,5.7,5.7,31,4.87,779128.0
Lahore,LHR,12.485446282610184,20.719682224385625,10,5.2,5.2,28,3.19,509955.0
Peshawar,PEW,17.598723881057616,33.262312203166935,8,5.1,5.1,27,4.57,731054.0
Quetta,QTA,10.902288585316306,48.34858255467013,10,5.4,5.4,24,2.49,398507.0
Bahawalpur,BWP,27.05943373308814,32.301873454357114,4,5.5,5.5,29,6.15,984618.0
Quetta,QTA,8.2257426248989,41.658488104235744,8,5.4,5.4,24,1.93,308551.0
Quetta,QTA,29.372825242410702,30.474662044035554,0,5.4,5.4,24,7.17,1147511.0
Karachi,KHI,21.23284496544871,43.25986942860277,6,5.8,5.8,32,5.26,841387.0
Multan,MUL,29.133030332835943,24.951119915602504,8,5.6,5.6,30,7.36,1177784.0
Bahawalpur,BWP,16.627446415307034,41.69600428179661,4,5.5,5.5,29,3.97,635118.0
Quetta,QTA,16.70658470491909,23.78329944010419,6,5.4,5.4,24,4.09,655082.0
Multan,MUL,19.482149155011008,26.057064601998178,4,5.6,5.6,30,4.58,732668.0
Multan,MUL,11.408453110583913,36.07389938560833,10,5.6,5.6,30,2.47,395957.0
Multan,MUL,8.088541455131562,25.921570074657005,8,5.6,5.6,30,1.99,317650.0
Karachi,KHI,11.601751588619297,47.89948452984729,0,5.8,5.8,32,2.83,452812.0
Bahawalpur,BWP,25.340744990679088,46.742400037928384,10,5.5,5.5,29,6.52,1043512.0
Multan,MUL,27.894178406564134,27.539321051689328,8,5.6,5.6,30,6.37,1019382.0
Karachi,KHI,25.460768276724277,33.06995062104898,8,5.8,5.8,32,5.69,910140.0
Quetta,QTA,16.56512627798346,26.898721529209563,0,5.4,5.4,24,3.96,632914.0
Islamabad,ISB,16.789314557029954,32.30341649615472,0,4.9,4.9,25,4.49,718500.0
Multan,MUL,8.449529653573551,35.57297725286551,2,5.6,5.6,30,2.0,319247.0
Karachi,KHI,9.241114746179377,32.6782363782232,6,5.8,5.8,32,2.19,349727.0
Hyderabad,HYD,24.49780577856845,29.087061356271583,8,5.7,5.7,31,5.26,841689.0
Multan,MUL,15.098572062941493,32.90070762035029,6,5.6,5.6,30,3.75,600642.0
Karachi,KHI,20.706708517403314,27.545941712449277,6,5.8,5.8,32,4.98,797332.0
Multan,MUL,17.907632885267226,44.540819697583345,8,5.6,5.6,30,4.19,670193.0
Multan,MUL,13.070945386461089,35.25238098582036,4,5.6,5.6,30,3.26,521486.0
Quetta,QTA,12.028716115259389,46.83435874300328,12,5.4,5.4,24,2.92,467000.0
Lahore,LHR,28.063308756990963,43.79719099521705,8,5.2,5.2,28,7.07,1131326.0
Karachi,KHI,19.89152489665468,43.01513990515426,2,5.8,5.8,32,4.79,766363.0
Hyderabad,HYD,23.736504560864212,34.52164407547015,10,5.7,5.7,31,5.75,919284.0
Islamabad,ISB,21.548553829117843,30.743486495128103,8,4.9,4.9,25,5.9,943766.0
Lahore,LHR,20.761417987656564,22.76165963292387,12,5.2,5.2,28,5.2,831485.0
Peshawar,PEW,9.099163222780478,28.659561449388974,0,5.1,5.1,27,2.45,391787.0
Quetta,QTA,29.608877923691345,22.94208109719063,10,5.4,5.4,24,7.47,1195555.0
Karachi,KHI,25.976406694226508,27.131384607582643,0,5.8,5.8,32,5.67,906436.0
Multan,MUL,28.3089110254926,46.505602810225064,2,5.6,5.6,30,6.68,1068743.0
Multan,MUL,16.000698495617808,43.75689087184398,0,5.6,5.6,30,3.65,583383.0
Hyderabad,HYD,24.055440106603122,33.56038240081932,0,5.7,5.7,31,6.1,976646.0
Karachi,KHI,26.829816789311348,37.03198339943057,10,5.8,5.8,32,6.34,1014192.0
Karachi,KHI,27.090303290777285,31.741700794099984,6,5.8,5.8,32,6.48,1036733.0
Islamabad,ISB,18.959705145121596,23.82128097583553,2,4.9,4.9,25,4.94,789855.0
Islamabad,ISB,23.638846816258184,26.1145604055465,8,4.9,4.9,25,6.81,1089443.0
Bahawalpur,BWP,14.188485501621386,43.789567499448424,4,5.5,5.5,29,3.31,529790.0
Hyderabad,HYD,15.63709313608507,45.24078796877997,2,5.7,5.7,31,3.61,578244.0
Lahore,LHR,29.444212839665163,39.4453867479612,8,5.2,5.2,28,7.26,1161624.0
Multan,MUL,19.309154016458045,49.552865700193934,12,5.6,5.6,30,4.77,763071.0
Peshawar,PEW,23.89011817879969,33.04914127495102,8,5.1,5.1,27,5.91,946074.0
